PUID_SIX,GENDER_DESC,REPORTING_ETHNICITY,UNDERREPRESENTED_MINORITY_IND,ADMISSIONS_ATTRIBUTE_DESC,COUNTY_DESC,STATE_PROVINCE_DESC,NATION_DESC,RESIDENCY_DESC,CONFIDENTIALITY_IND,DECEASED_STATUS,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,CAMPUS,COURSE_IDENTIFICATION,COURSE_SECTION_NUMBER,COURSE_REFERENCE_NUMBER,REGISTRATION_STATUS,REGISTRATION_STATUS_DESC,FINAL_GRADE,REPEAT_COURSE_IND
209804,Male,International,N,,,,Malaysia,Foreign,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,A,
210519,Male,White,N,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,H01,26979,RE,**Registered**,,
211201,Female,White,N,,Tippecanoe,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
212070,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,B,
212917,Female,White,N,,Jefferson,Kentucky,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RW,**Web Registered**,D-,
213051,Male,White,N,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A-,
213062,Female,White,N,,Porter,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RW,**Web Registered**,B+,
213307,Female,White,N,1st Generation Student,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,C+,
213521,Male,White,N,,Douglas,Colorado,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,B+,
213551,Male,Hispanic/Latino,Y,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,C,
213687,Male,White,N,,Fountain,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A,
213765,Male,White,N,,Madison,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,B,
213768,Male,White,N,,Madison,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RW,**Web Registered**,B-,I
213777,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,037,32657,RE,**Registered**,C,
213821,Male,White,N,,Lake,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,F,
213842,Female,White,N,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,OL1,26669,RE,**Registered**,A,
213952,Female,White,N,1st Generation Student,Lake,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RW,**Web Registered**,,
214038,Male,2 or more races,N,,Lake,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,B,
214195,Male,2 or more races,N,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,B,
214251,Male,Hispanic/Latino,Y,1st Generation Student,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B,
214275,Male,White,N,,,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
214358,Male,White,N,,Lake,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RW,**Web Registered**,,
214618,Male,White,N,,Lake,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
214835,Male,White,N,,Lehigh,Pennsylvania,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,A-,
215244,Male,White,N,,Adams,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,W,Withdrawn-W,W,
215265,Male,White,N,,Noble,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B+,
215270,Male,White,N,1st Generation Student,Adams,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RW,**Web Registered**,B,
215301,Male,White,N,1st Generation Student,Dekalb,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
215491,Male,White,N,1st Generation Student,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,B-,
215683,Male,White,N,1st Generation Student,Allen,Indiana,United States,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,W,Withdrawn-W,W,
216344,Male,White,N,,Allen,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,102,26930,RE,**Registered**,,
218286,Male,White,N,,Allen,Indiana,United States,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
218431,Male,White,N,1st Generation Student,Allen,Indiana,United States,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,DC,Drop Course,,
218440,Female,White,N,,Allen,Indiana,United States,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RW,**Web Registered**,,
218833,Male,White,N,,Wells,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
219012,Male,White,N,,Lake,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
219079,Female,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,DC,Drop Course,,
219137,Male,White,N,,Allen,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
219265,Male,White,N,,Allen,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RE,**Registered**,,
219267,Male,White,N,,Allen,Indiana,United States,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,092,21307,RE,**Registered**,,
219428,Male,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,D+,
219856,Female,White,N,,,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
219927,Male,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B,
219930,Male,White,N,,Allen,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
220032,Male,White,N,,Benton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,062,23960,RW,**Web Registered**,,
220489,Male,White,N,,Allen,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,H01,26979,RE,**Registered**,,
220781,Male,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,A-,
221617,Male,Hispanic/Latino,Y,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,B+,
222078,Female,Hispanic/Latino,Y,,Allen,Indiana,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
222216,Male,White,N,,Allen,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
223346,Male,Hispanic/Latino,Y,1st Generation Student,Lake,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,A-,
223347,Female,Hispanic/Latino,Y,,,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,A-,
223363,Female,White,N,,La Porte,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
223538,Female,Asian,N,,Noble,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B,
223559,Male,Hispanic/Latino,Y,1st Generation Student,,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
223870,Male,White,N,1st Generation Student,Madison,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B-,
223871,Male,Hispanic/Latino,Y,,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,W,Withdrawn-W,W,
223899,Male,Hispanic/Latino,Y,,Fairfield,Connecticut,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RW,**Web Registered**,B,
223906,Male,White,N,,Marion,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
223913,Male,White,N,,Elkhart,Indiana,United States,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,OL1,26669,RE,**Registered**,A+,
223928,Male,White,N,,Will,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B+,
223967,Male,White,N,,Hendricks,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,C-,
223968,Male,White,N,,Oakland,Michigan,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,A+,
223970,Male,White,N,,Montgomery,Pennsylvania,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,OL1,26670,RE,**Registered**,A-,
224006,Male,White,N,,Warrick,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,B-,
224025,Male,Asian,N,,Cuyahoga,Ohio,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,B+,
224035,Male,White,N,,Hancock,Indiana,United States,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,A,
224045,Female,White,N,1st Generation Student,Ripley,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,B,
224048,Female,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RW,**Web Registered**,B+,
224076,Male,White,N,,Pulaski,Arkansas,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,C+,
224090,Male,Hispanic/Latino,Y,,Kent,Michigan,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,W,Withdrawn-W,W,
224105,Male,White,N,,Elkhart,Indiana,United States,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,OL1,26669,RW,**Web Registered**,A+,
224112,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,A,
224155,Male,White,N,,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A-,
224159,Male,White,N,1st Generation Student,Tippecanoe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,B,
224175,Male,White,N,,Harris,Texas,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B-,
224180,Female,White,N,1st Generation Student,Bartholomew,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,C+,
224184,Female,Black or African American,Y,1st Generation Student,Chesterfield,Virginia,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RW,**Web Registered**,C,
224199,Male,White,N,,Miami,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B+,
224221,Male,Hispanic/Latino,Y,,Tippecanoe,Indiana,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,062,23960,RE,**Registered**,,
224225,Female,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,B+,
224268,Male,White,N,,Hendricks,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,A-,
224278,Male,White,N,,Saint Clair,Illinois,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
224282,Male,White,N,,Vigo,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A-,
224284,Male,White,N,,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,C-,
224362,Female,White,N,1st Generation Student,Dubois,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,A,
224365,Female,White,N,,Dubois,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,B+,
224373,Female,White,N,,Knox,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,B,
224397,Female,White,N,,Hancock,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,A,
224401,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,D+,
224411,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A-,
224433,Female,White,N,,Carroll,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RW,**Web Registered**,B-,
224441,Female,White,N,,Cowley,Kansas,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B,
224476,Female,White,N,,Boone,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RW,**Web Registered**,A,
224484,Female,White,N,,Cumberland,Pennsylvania,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A-,
224522,Male,2 or more races,N,,Lake,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,OL1,26670,RE,**Registered**,F,
224522,Male,2 or more races,N,,Lake,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RW,**Web Registered**,,
224524,Male,2 or more races,Y,,Hendricks,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RW,**Web Registered**,,
224529,Female,White,N,,Marion,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,DC,Drop Course,,
224559,Male,White,N,,Hancock,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,C,
224618,Female,White,N,,Oldham,Kentucky,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A,
224624,Male,White,N,,Franklin,Maine,United States,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
224686,Female,White,N,,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B,
224756,Male,International,N,1st Generation Student,,,Netherlands,Foreign,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
224761,Male,White,N,,Lake,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,B+,
224763,Male,White,N,,Clinton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,B+,
224769,Male,Asian,N,,Vanderburgh,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RW,**Web Registered**,A,
224789,Female,White,N,,Will,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,B,
224794,Male,White,N,1st Generation Student,Kankakee,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B+,
224797,Female,Asian,N,1st Generation Student,Harrison,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,D,
224831,Male,White,N,,Washington,Wisconsin,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,RE,**Registered**,C-,
224833,Female,White,N,,Marion,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
224835,Female,White,N,,Hendricks,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,B-,
224901,Female,White,N,,Morgan,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,W,Withdrawn-W,W,
224909,Male,Asian,N,1st Generation Student,Monroe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,B,
224964,Male,White,N,,Hendricks,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,B,
224991,Male,White,N,1st Generation Student,Dubois,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,A-,
224995,Male,White,N,,Clark,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,D-,
225001,Male,White,N,,Benton,Washington,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,A+,
225017,Female,White,N,,Clinton,Missouri,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A-,
225020,Female,White,N,,Sandusky,Ohio,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,W,Withdrawn-W,W,
225032,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,037,32657,DC,Drop Course,,
225036,Male,White,N,,Madison,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RW,**Web Registered**,A,
225063,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,W,Withdrawn-W,W,
225091,Male,White,N,,Cook,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A+,
225100,Male,2 or more races,Y,,Tazewell,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,A,
225102,Male,2 or more races,Y,,Anchorage,Alaska,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A,
225106,Female,White,N,,Montgomery,Texas,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B,
225126,Male,White,N,,Clark,Ohio,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A,
225161,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
225185,Female,2 or more races,Y,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,A,
225214,Female,International,N,,Tippecanoe,Indiana,,Foreign,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
225279,Male,White,N,,Johnson,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
225295,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,W,Withdrawn-W,W,
225298,Male,White,N,,Will,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,B,
225303,Male,White,N,,Tippecanoe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RW,**Web Registered**,B,
225325,Male,White,N,,Marion,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RE,**Registered**,,
225351,Male,White,N,,Somerset,New Jersey,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,A+,
225477,Male,International,N,,,,Malaysia,Foreign,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RW,**Web Registered**,A,
225478,Female,International,N,,,,Republic of Korea,Foreign,N,N,202210,Fall 2021,PWL,PHYS17200,101,37254,RE,**Registered**,,
225601,Male,White,N,,Montgomery,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,002,27016,RW,**Web Registered**,,
225635,Male,White,N,,Broward,Florida,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RE,**Registered**,A-,
225638,Male,White,N,,Hendricks,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,A,
225644,Male,Asian,N,,Montgomery,Maryland,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,C+,E
225647,Male,White,N,1st Generation Student,Montgomery,Ohio,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RW,**Web Registered**,A-,
225725,Female,White,N,,Tipton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,021,28590,RE,**Registered**,B,
225773,Male,Asian,N,,Fort Bend,Texas,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,A+,
225778,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RW,**Web Registered**,C+,
225831,Female,White,N,,Vinton,Ohio,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,103,37253,RE,**Registered**,,
225835,Male,2 or more races,Y,,Porter,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,F,E
225839,Male,White,N,,Shiawassee,Michigan,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RE,**Registered**,C,
225847,Male,White,N,1st Generation Student,Ripley,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,001,25707,RE,**Registered**,C+,
225852,Female,2 or more races,N,,Hamilton,Indiana,United States,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RW,**Web Registered**,A,
225905,Male,White,N,,Lake,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
226005,Male,White,N,,Hancock,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,003,27017,RE,**Registered**,,
226051,Female,White,N,,Porter,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B-,
226104,Male,White,N,,Boone,Illinois,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B+,
226106,Male,Hispanic/Latino,Y,,Elkhart,Indiana,,Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RW,**Web Registered**,,
226140,Female,Black or African American,Y,,La Porte,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,B-,
226149,Male,White,N,,Tippecanoe,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,002,25708,W,Withdrawn-W,W,
226236,Male,White,N,1st Generation Student,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RE,**Registered**,A+,
226294,Female,White,N,,Terrebonne,Louisiana,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RW,**Web Registered**,B+,
226307,Male,White,N,,Oakland,Michigan,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,C,
226325,Female,White,N,,Washington,Wisconsin,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,020,28589,RW,**Web Registered**,A+,
226344,Male,White,N,,Washington,Oregon,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS22000,050,10333,RE,**Registered**,,
226369,Female,2 or more races,N,,Fairfax,Virginia,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A+,
226499,Female,Asian,N,1st Generation Student,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,019,28588,RE,**Registered**,B+,
226503,Female,White,N,,Pinellas,Florida,,Non-Resident,N,N,202210,Fall 2021,PWL,PHYS17200,100,26931,RW,**Web Registered**,,
226511,Male,White,N,,Madison,Tennessee,,Non-Resident,N,N,202120,Spring 2021,PWL,PHYS17200,018,28587,RE,**Registered**,A+,
226527,Male,White,N,,Hamilton,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,017,28586,RW,**Web Registered**,A,
226533,Male,White,N,,Allen,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS17200,022,28591,RE,**Registered**,A,
226535,Male,White,N,,Marion,Indiana,,Resident,N,N,202120,Spring 2021,PWL,PHYS22000,003,11270,RW,**Web Registered**,A,
